I0,I1,I2,I3,I4,I5,I6,I7
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,0.000000,1.000000,6012.000000,40.000000,39.205322
6000.000000,1.000000,66.000000,1.000000,0.000000,899.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,2513.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,4151.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,5629.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,5901.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6007.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6028.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6028.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6033.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6026.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6020.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6014.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6007.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6010.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6014.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6020.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6020.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6020.000000,0.000000,0.000000
6000.000000,1.000000,66.000000,1.000000,0.000000,6020.000000,0.000000,0.000000
